Origem,Destino,Companhia Aérea,Tipo de Aeronave,Atraso (min),Tempo de Voo (min),Cancelado,Número de Passageiros,Combustível Estimado (litros)
São Paulo,Recife,Avianca,Airbus A330,0,81,Não,116,6313.79
Belo Horizonte,Fortaleza,Azul,Airbus A320,131,123,Não,56,9292.79
Curitiba,São Paulo,LATAM,Boeing 737,0,102,Não,166,7250.31
Brasília,Salvador,Gol,Embraer 195,0,172,Não,84,9350.97
Salvador,Brasília,LATAM,Airbus A320,0,47,Não,133,6463.96
Belo Horizonte,Rio de Janeiro,Avianca,Boeing 737,0,206,Não,53,1071.1
Rio de Janeiro,Belo Horizonte,LATAM,Boeing 737,51,119,Não,149,4909.59
Recife,Belo Horizonte,Avianca,Boeing 777,12,201,Não,114,4749.05
Brasília,Belo Horizonte,Azul,Boeing 777,0,111,Não,144,6901.61
Rio de Janeiro,Belo Horizonte,Gol,Boeing 777,0,220,Não,95,10966.04
Rio de Janeiro,Curitiba,Azul,Airbus A320,0,177,Não,150,13096.77
São Paulo,Brasília,Azul,Boeing 777,82,76,Não,204,10571.19
Belo Horizonte,Curitiba,LATAM,Embraer 195,0,116,Não,76,11254.15
São Paulo,Fortaleza,Azul,Embraer 195,0,91,Não,226,5760.47
Recife,Belo Horizonte,LATAM,Airbus A330,0,203,Não,50,12798.49
Fortaleza,Belo Horizonte,Gol,Embraer 195,135,78,Não,171,12517.71
Curitiba,Recife,Azul,Airbus A320,27,183,Não,82,5745.7
Belo Horizonte,Rio de Janeiro,Azul,Airbus A330,0,48,Não,99,10975.46
Fortaleza,Belo Horizonte,Gol,Boeing 737,0,160,Não,248,2868.87
Fortaleza,Brasília,Avianca,Embraer 195,157,133,Não,232,12802.03
Curitiba,Salvador,Gol,Boeing 777,0,49,Não,140,9593.34
Belo Horizonte,Recife,Avianca,Embraer 195,0,237,Não,67,5835.58
Curitiba,Rio de Janeiro,Gol,Boeing 737,129,72,Sim,198,5778.99
Salvador,Recife,Avianca,Airbus A320,53,195,Não,57,3374.97
Brasília,Fortaleza,Gol,Airbus A330,0,50,Não,209,12659.72
Rio de Janeiro,Curitiba,Azul,Embraer 195,0,171,Não,164,8666.23
Curitiba,Fortaleza,Avianca,Embraer 195,0,66,Não,130,2919.55
Belo Horizonte,Salvador,Gol,Boeing 777,152,196,Não,87,7069.2
Belo Horizonte,São Paulo,Avianca,Boeing 737,0,218,Não,170,8639.77
Rio de Janeiro,Brasília,Azul,Boeing 777,0,106,Não,142,10365.58
Salvador,Belo Horizonte,Azul,Boeing 737,0,204,Não,127,4036.93
Rio de Janeiro,Brasília,LATAM,Boeing 777,0,150,Não,224,6986.28
Fortaleza,Recife,Azul,Airbus A320,0,206,Não,164,9839.33
Fortaleza,Recife,Azul,Embraer 195,0,96,Não,178,13188.27
Rio de Janeiro,Fortaleza,Avianca,Airbus A330,0,90,Não,56,9229.26
Recife,Brasília,Avianca,Airbus A330,144,230,Não,200,12881.33
Brasília,Curitiba,LATAM,Airbus A320,71,181,Não,129,8399.13
Rio de Janeiro,Salvador,Gol,Airbus A320,123,111,Não,78,11269.3
São Paulo,Salvador,Gol,Embraer 195,0,75,Não,108,6730.34
Belo Horizonte,Fortaleza,Azul,Boeing 737,102,187,Sim,227,9647.29
Recife,Curitiba,Avianca,Boeing 777,32,50,Não,91,3944.43
Belo Horizonte,Fortaleza,Gol,Airbus A330,0,137,Não,178,12335.02
Fortaleza,Recife,LATAM,Airbus A320,0,209,Não,203,11856.15
Fortaleza,Recife,Avianca,Embraer 195,131,230,Não,63,2121.56
Brasília,Curitiba,Azul,Embraer 195,0,115,Não,163,12872.98
Fortaleza,Recife,LATAM,Boeing 737,101,163,Não,67,3456.34
Recife,Salvador,Gol,Boeing 777,0,222,Não,51,1672.06
Salvador,Recife,Azul,Airbus A330,0,237,Não,84,12189.25
Salvador,Brasília,Avianca,Boeing 777,0,223,Não,235,14138.44
Salvador,Curitiba,Avianca,Boeing 737,0,60,Não,240,4406.11
Fortaleza,Belo Horizonte,Azul,Airbus A320,0,228,Não,182,14719.08
Brasília,Curitiba,Avianca,Airbus A320,0,91,Não,211,1216.68
Brasília,Salvador,Avianca,Boeing 777,0,179,Não,149,9027.66
Recife,São Paulo,LATAM,Airbus A330,89,210,Não,212,7436.04
Recife,Curitiba,Avianca,Airbus A320,0,225,Não,194,3058.95
São Paulo,Brasília,Gol,Embraer 195,176,148,Não,186,11675.26
São Paulo,Brasília,Azul,Airbus A330,31,152,Não,233,8156.72
São Paulo,Fortaleza,LATAM,Boeing 737,33,48,Não,75,8229.76
Rio de Janeiro,Salvador,LATAM,Airbus A330,0,59,Não,87,2690.24
Belo Horizonte,Salvador,Azul,Airbus A330,0,53,Não,197,3173.77
Belo Horizonte,São Paulo,Azul,Airbus A330,0,133,Não,114,9919.34
Rio de Janeiro,Brasília,Azul,Airbus A320,0,126,Não,196,10067.83
Rio de Janeiro,Brasília,LATAM,Airbus A330,113,142,Não,185,5707.85
Belo Horizonte,Salvador,LATAM,Boeing 737,132,147,Não,96,9620.47
Salvador,São Paulo,LATAM,Airbus A320,0,54,Não,191,8390.39
Rio de Janeiro,São Paulo,LATAM,Airbus A330,0,194,Não,117,9149.95
Brasília,Salvador,Avianca,Boeing 777,0,97,Não,135,11218.29
Brasília,São Paulo,Avianca,Airbus A320,52,49,Não,238,2651.52
Recife,São Paulo,LATAM,Boeing 777,0,191,Não,125,9540.1
Salvador,Recife,LATAM,Airbus A320,0,186,Não,153,3086.01
São Paulo,Salvador,Azul,Embraer 195,0,94,Não,84,12350.35
São Paulo,Brasília,Azul,Boeing 737,124,178,Não,133,11187.26
Salvador,Fortaleza,LATAM,Airbus A320,0,94,Não,107,8296.99
São Paulo,Rio de Janeiro,Avianca,Boeing 777,152,150,Não,239,6706.47
Fortaleza,Salvador,Avianca,Embraer 195,0,89,Não,175,7986.33
Fortaleza,Curitiba,LATAM,Boeing 737,0,106,Não,139,10580.41
Brasília,São Paulo,LATAM,Airbus A330,0,225,Não,109,10471.32
Salvador,Curitiba,LATAM,Airbus A330,0,65,Não,110,3779.4
Recife,Belo Horizonte,LATAM,Airbus A330,0,141,Não,87,13886.56
Recife,Brasília,LATAM,Embraer 195,0,174,Não,82,3767.23
Salvador,Brasília,Gol,Airbus A320,56,52,Não,151,13647.8
Curitiba,Brasília,Avianca,Airbus A320,0,193,Não,97,9004.91
Brasília,Rio de Janeiro,LATAM,Boeing 737,0,55,Não,83,2574.11
Brasília,Fortaleza,Azul,Boeing 777,0,222,Não,228,8817.9
Curitiba,Brasília,LATAM,Boeing 777,102,65,Não,179,2025.22
Recife,Brasília,Azul,Airbus A320,34,100,Não,158,8128.35
Curitiba,Recife,Azul,Boeing 737,37,107,Não,73,13661.66
Brasília,Belo Horizonte,Gol,Boeing 737,0,75,Não,225,6610.22
Belo Horizonte,Salvador,Azul,Embraer 195,0,154,Não,144,3520.17
Salvador,Recife,Azul,Boeing 777,37,228,Não,101,4013.79
Recife,Belo Horizonte,Azul,Airbus A330,23,168,Não,82,9635.42
Salvador,Belo Horizonte,Azul,Boeing 737,136,49,Não,58,12436.44
Salvador,São Paulo,LATAM,Embraer 195,0,232,Não,160,2572.23
Belo Horizonte,Recife,Gol,Boeing 777,0,193,Não,216,10159.1
Brasília,Rio de Janeiro,LATAM,Embraer 195,108,196,Não,176,7095.98
Belo Horizonte,São Paulo,LATAM,Boeing 737,0,67,Não,199,14520.79
Salvador,Fortaleza,Avianca,Boeing 777,0,131,Não,85,10920.15
Curitiba,Belo Horizonte,Azul,Boeing 737,0,239,Não,111,2911.17
Brasília,Belo Horizonte,Avianca,Boeing 777,0,80,Não,152,10985.71
São Paulo,Recife,Avianca,Airbus A320,0,140,Não,217,14748.26
Curitiba,Belo Horizonte,Gol,Boeing 777,0,228,Não,190,9814.88
Recife,São Paulo,Azul,Airbus A330,0,205,Não,178,8174.12
Fortaleza,Brasília,Avianca,Embraer 195,0,219,Não,153,2334.34
Belo Horizonte,São Paulo,Azul,Boeing 777,0,197,Não,167,9069.16
Curitiba,Rio de Janeiro,LATAM,Airbus A320,0,129,Não,241,2836.23
São Paulo,Salvador,Gol,Embraer 195,0,155,Não,139,8521.33
Belo Horizonte,São Paulo,LATAM,Airbus A330,0,188,Não,133,8944.11
Belo Horizonte,São Paulo,LATAM,Airbus A330,167,90,Não,165,13795.97
Fortaleza,Belo Horizonte,Azul,Airbus A320,0,100,Não,239,2981.71
Rio de Janeiro,Recife,Gol,Airbus A320,0,63,Não,176,1585.79
Salvador,Curitiba,LATAM,Airbus A330,0,74,Não,122,7414.76
Rio de Janeiro,Fortaleza,Avianca,Boeing 737,0,92,Não,185,8474.4
Brasília,Recife,Azul,Airbus A330,0,226,Não,130,10453.93
Brasília,Curitiba,Avianca,Airbus A330,0,110,Não,236,13934.55
São Paulo,Rio de Janeiro,LATAM,Boeing 737,0,134,Não,152,2143.91
São Paulo,Fortaleza,Avianca,Boeing 777,0,172,Não,150,4027.64
Salvador,Curitiba,Azul,Boeing 777,0,177,Não,129,6210.56
Belo Horizonte,Recife,LATAM,Boeing 737,0,213,Não,173,12337.46
Fortaleza,Belo Horizonte,Avianca,Boeing 777,0,65,Não,208,5187.37
São Paulo,Salvador,Avianca,Embraer 195,0,158,Não,169,11088.03
Rio de Janeiro,Belo Horizonte,Avianca,Airbus A330,148,168,Não,94,1942.24
Fortaleza,Salvador,Gol,Airbus A330,0,174,Não,242,5923.31
Brasília,Curitiba,Azul,Airbus A330,0,206,Não,227,3718.86
Salvador,Recife,LATAM,Airbus A320,0,216,Não,203,4234.46
Fortaleza,Salvador,Azul,Embraer 195,0,82,Não,53,6081.55
Belo Horizonte,Brasília,LATAM,Boeing 777,0,182,Não,80,4342.62
Belo Horizonte,Salvador,Azul,Airbus A330,0,64,Sim,160,13650.05
Brasília,Rio de Janeiro,Avianca,Boeing 737,0,213,Não,158,4932.69
Belo Horizonte,Fortaleza,Gol,Boeing 737,0,61,Não,76,14635.61
Rio de Janeiro,Curitiba,LATAM,Boeing 777,0,205,Não,168,11623.86
Curitiba,Salvador,Gol,Boeing 777,99,239,Não,60,3084.91
Salvador,Belo Horizonte,Gol,Boeing 777,29,121,Não,126,13156.11
Rio de Janeiro,Salvador,Azul,Embraer 195,0,235,Não,230,11353.68
Curitiba,Salvador,Azul,Boeing 737,0,131,Não,166,1410.08
Curitiba,Rio de Janeiro,LATAM,Boeing 737,0,159,Não,120,4669.11
Recife,Curitiba,LATAM,Embraer 195,138,179,Não,159,10666.26
Belo Horizonte,Curitiba,Avianca,Boeing 737,0,96,Não,118,6681.47
Rio de Janeiro,Belo Horizonte,Azul,Embraer 195,146,136,Não,100,3703.48
São Paulo,Rio de Janeiro,Gol,Boeing 737,0,54,Sim,222,8886.81
Brasília,Curitiba,Gol,Boeing 737,0,183,Não,127,8914.03
Brasília,Curitiba,Avianca,Boeing 777,0,189,Sim,230,1071.84
Curitiba,Brasília,LATAM,Airbus A330,146,199,Não,112,11733.27
Salvador,Belo Horizonte,Gol,Airbus A320,0,224,Não,242,8030.93
Brasília,Curitiba,Gol,Boeing 777,118,203,Não,198,11113.31
Rio de Janeiro,Fortaleza,Azul,Boeing 737,0,139,Não,115,4277.08
Salvador,Brasília,Gol,Boeing 737,0,212,Não,186,9332.92
Brasília,Fortaleza,Gol,Boeing 777,166,194,Não,237,6477.25
Belo Horizonte,Recife,Avianca,Airbus A320,0,134,Não,192,6490.51
Rio de Janeiro,Fortaleza,Azul,Embraer 195,0,179,Não,151,9707.07
Curitiba,Brasília,Avianca,Boeing 777,0,105,Não,184,4007.57
Brasília,Salvador,Avianca,Embraer 195,7,96,Não,50,11115.04
Recife,Curitiba,Gol,Airbus A320,0,93,Não,113,3742.87
Salvador,Recife,Avianca,Boeing 737,0,226,Não,60,8885.72
Recife,Curitiba,Azul,Airbus A330,0,169,Não,159,13272.57
Curitiba,Belo Horizonte,Avianca,Airbus A320,129,185,Não,85,8630.26
Brasília,Curitiba,LATAM,Airbus A320,0,171,Não,236,12902.34
Curitiba,Recife,LATAM,Boeing 737,0,190,Não,96,5897.87
Recife,Rio de Janeiro,LATAM,Boeing 737,0,114,Não,168,5910.76
Rio de Janeiro,Recife,Azul,Airbus A320,148,198,Não,148,2092.32
Fortaleza,Brasília,Gol,Boeing 777,0,208,Não,148,11926.88
Brasília,São Paulo,Avianca,Airbus A320,0,111,Não,155,4299.86
Salvador,Fortaleza,LATAM,Boeing 737,97,60,Não,114,12594.92
Brasília,Belo Horizonte,Avianca,Airbus A330,0,198,Não,166,10031.99
Curitiba,Salvador,Gol,Embraer 195,106,175,Não,188,11134.29
Recife,Belo Horizonte,Avianca,Airbus A320,0,130,Não,245,13432.53
São Paulo,Recife,Avianca,Boeing 737,0,78,Não,214,3651.53
São Paulo,Fortaleza,Avianca,Boeing 737,0,100,Não,67,10301.14
Rio de Janeiro,São Paulo,LATAM,Embraer 195,0,132,Não,198,1241.96
Belo Horizonte,Recife,LATAM,Boeing 777,0,59,Não,162,12835.84
Belo Horizonte,São Paulo,Avianca,Boeing 737,0,101,Sim,159,9952.55
Recife,Brasília,Azul,Boeing 777,0,169,Não,143,9216.17
Salvador,Recife,Avianca,Boeing 737,142,119,Não,91,11935.2
Curitiba,São Paulo,LATAM,Embraer 195,0,46,Não,61,3982.23
Fortaleza,São Paulo,Gol,Airbus A320,0,150,Não,174,13520.77
Belo Horizonte,Rio de Janeiro,LATAM,Boeing 777,67,176,Não,150,5366.72
Curitiba,Fortaleza,LATAM,Airbus A330,0,195,Não,149,14962.97
Curitiba,São Paulo,Avianca,Airbus A330,0,232,Não,58,9117.05
Recife,Curitiba,Gol,Airbus A330,84,130,Não,196,8058.07
Salvador,Rio de Janeiro,Azul,Airbus A320,112,202,Não,157,13974.7
Curitiba,Rio de Janeiro,Azul,Airbus A320,0,144,Não,65,8370.87
Belo Horizonte,Curitiba,Avianca,Airbus A320,0,214,Não,234,8911.78
Fortaleza,Brasília,Gol,Airbus A330,0,148,Não,201,6786.63
Belo Horizonte,Rio de Janeiro,Azul,Airbus A320,0,222,Não,72,6022.66
São Paulo,Salvador,Azul,Boeing 777,0,199,Não,78,6768.67
São Paulo,Curitiba,LATAM,Airbus A330,112,87,Não,55,5032.79
Brasília,Salvador,LATAM,Boeing 737,0,227,Não,55,7486.12
Brasília,Salvador,LATAM,Boeing 737,0,70,Não,248,5253.79
Curitiba,Recife,Avianca,Boeing 777,0,53,Não,178,11288.0
São Paulo,Rio de Janeiro,LATAM,Airbus A320,71,55,Não,228,11900.46
Belo Horizonte,Rio de Janeiro,LATAM,Airbus A330,77,108,Não,103,11002.49
Rio de Janeiro,Salvador,Gol,Boeing 777,0,143,Não,135,14915.58
Rio de Janeiro,Fortaleza,LATAM,Boeing 777,0,164,Não,120,5949.54
Fortaleza,Brasília,Avianca,Embraer 195,0,127,Não,100,11535.21
Rio de Janeiro,Belo Horizonte,LATAM,Airbus A330,0,80,Não,214,6122.49
Brasília,Belo Horizonte,Azul,Boeing 737,0,172,Não,204,2756.26
Rio de Janeiro,Curitiba,Avianca,Boeing 777,0,235,Sim,70,10345.69
Salvador,São Paulo,Azul,Boeing 777,115,160,Não,156,14153.64
São Paulo,Curitiba,LATAM,Airbus A320,0,52,Não,167,2799.25
Rio de Janeiro,Brasília,Azul,Boeing 737,129,45,Não,192,3913.67
Salvador,Curitiba,Gol,Embraer 195,53,217,Não,204,2938.39
Belo Horizonte,Curitiba,Azul,Airbus A320,0,96,Não,60,1569.29
São Paulo,Brasília,Azul,Airbus A320,0,210,Não,173,5655.98
Curitiba,São Paulo,Avianca,Boeing 777,0,185,Não,138,7602.32
Recife,Brasília,LATAM,Boeing 777,0,128,Não,108,10341.25
São Paulo,Salvador,Azul,Airbus A330,138,187,Não,201,6195.44
Brasília,São Paulo,Gol,Airbus A320,0,140,Não,122,4808.52
Rio de Janeiro,Curitiba,Azul,Embraer 195,0,57,Não,146,11778.77
Salvador,Fortaleza,LATAM,Boeing 777,0,110,Não,55,7746.66
Curitiba,São Paulo,LATAM,Airbus A330,0,181,Não,187,9942.37
São Paulo,Curitiba,Azul,Airbus A330,14,199,Não,147,10455.86
Rio de Janeiro,São Paulo,Gol,Airbus A320,113,122,Não,179,5649.91
Rio de Janeiro,Salvador,Avianca,Airbus A320,63,162,Não,235,10891.33
Salvador,São Paulo,Avianca,Embraer 195,0,68,Não,61,5119.8
Brasília,Fortaleza,Gol,Boeing 737,0,62,Não,234,4212.52
Fortaleza,Salvador,Azul,Boeing 737,97,164,Não,123,12971.64
Curitiba,Belo Horizonte,Avianca,Boeing 777,0,84,Não,181,4609.11
Salvador,São Paulo,Avianca,Airbus A320,0,156,Não,150,9710.26
Salvador,Fortaleza,LATAM,Airbus A330,0,59,Não,234,1870.4
Rio de Janeiro,São Paulo,Gol,Embraer 195,0,86,Não,211,7266.91
São Paulo,Brasília,Avianca,Airbus A330,0,94,Não,138,13988.85
Curitiba,Recife,Azul,Embraer 195,0,83,Não,130,9855.69
São Paulo,Belo Horizonte,Azul,Airbus A320,165,142,Não,106,11059.05
São Paulo,Curitiba,Gol,Airbus A320,118,186,Não,62,1146.78
Curitiba,São Paulo,Avianca,Airbus A330,0,139,Não,250,14096.88
Recife,São Paulo,LATAM,Boeing 777,0,91,Não,67,5007.94
São Paulo,Curitiba,Gol,Airbus A330,22,45,Não,70,12321.73
Fortaleza,Rio de Janeiro,Gol,Airbus A330,0,120,Não,124,2753.99
São Paulo,Curitiba,Avianca,Boeing 777,0,154,Não,88,7377.29
Recife,Fortaleza,Avianca,Airbus A330,0,160,Não,159,7894.59
Brasília,São Paulo,Avianca,Boeing 737,0,238,Não,226,14660.92
Brasília,Fortaleza,Gol,Boeing 777,179,63,Não,222,10982.37
Salvador,Recife,Gol,Boeing 777,0,149,Não,197,1796.53
Rio de Janeiro,Curitiba,Azul,Airbus A320,0,98,Não,52,2533.31
Recife,Rio de Janeiro,LATAM,Boeing 777,0,106,Não,73,4505.32
São Paulo,Salvador,LATAM,Boeing 737,127,99,Não,89,7554.99
São Paulo,Rio de Janeiro,Azul,Boeing 737,0,150,Não,243,4607.97
Salvador,Rio de Janeiro,Azul,Boeing 737,0,79,Não,193,11328.43
São Paulo,Brasília,Azul,Airbus A330,0,98,Não,174,10151.28
Curitiba,Brasília,LATAM,Boeing 777,0,118,Não,239,12236.66
São Paulo,Salvador,Azul,Airbus A330,177,207,Não,232,5013.26
São Paulo,Salvador,Avianca,Airbus A330,0,88,Não,107,4063.03
Curitiba,Recife,Azul,Boeing 737,0,51,Não,173,4233.39
Rio de Janeiro,Curitiba,Azul,Embraer 195,0,186,Não,180,5969.29
Salvador,Belo Horizonte,LATAM,Airbus A320,0,176,Não,171,7174.0
Curitiba,Salvador,Azul,Boeing 777,0,208,Não,202,1296.52
Belo Horizonte,Salvador,LATAM,Boeing 777,0,191,Não,74,8627.07
Curitiba,Rio de Janeiro,Azul,Boeing 737,0,106,Não,75,2346.42
Brasília,Fortaleza,Azul,Boeing 777,0,194,Não,240,13098.9
Rio de Janeiro,Belo Horizonte,Avianca,Boeing 737,0,127,Não,65,9640.29
Salvador,São Paulo,LATAM,Boeing 737,167,58,Não,148,2255.52
Salvador,Fortaleza,Azul,Embraer 195,0,124,Não,170,13341.3
Brasília,Recife,Avianca,Embraer 195,0,164,Não,69,10063.69
Rio de Janeiro,Belo Horizonte,Azul,Boeing 737,0,74,Não,136,5148.22
Salvador,Brasília,Avianca,Boeing 737,167,118,Não,128,1968.71
Belo Horizonte,Rio de Janeiro,Avianca,Embraer 195,0,112,Não,239,14928.72
Curitiba,São Paulo,Avianca,Embraer 195,0,133,Não,98,1957.99
Rio de Janeiro,Brasília,Avianca,Airbus A330,0,217,Não,113,1977.9
Fortaleza,Curitiba,LATAM,Embraer 195,176,225,Não,146,13084.92
Fortaleza,Rio de Janeiro,Avianca,Embraer 195,0,112,Não,181,1655.32
São Paulo,Brasília,LATAM,Boeing 737,0,229,Não,243,9807.8
Brasília,São Paulo,LATAM,Airbus A330,0,205,Não,209,5864.27
Recife,Curitiba,Azul,Airbus A320,0,69,Não,218,4735.14
Brasília,Salvador,Gol,Airbus A320,174,121,Não,104,14752.47
Fortaleza,Salvador,Gol,Boeing 777,0,213,Não,138,10816.74
São Paulo,Brasília,Azul,Airbus A320,0,87,Não,220,2923.25
Recife,Curitiba,Azul,Airbus A320,0,235,Não,113,14969.33
Brasília,Fortaleza,Azul,Boeing 737,0,220,Não,209,9762.44
Salvador,Curitiba,Avianca,Airbus A320,174,230,Não,175,11896.06
São Paulo,Rio de Janeiro,LATAM,Airbus A330,0,114,Não,76,6373.01
Belo Horizonte,Brasília,LATAM,Airbus A330,0,61,Não,169,12647.09
Recife,Salvador,Azul,Airbus A330,0,206,Não,214,2386.44
Recife,Salvador,Gol,Boeing 737,0,97,Não,65,10949.37
Belo Horizonte,Recife,LATAM,Boeing 737,0,171,Não,109,3825.17
Fortaleza,Salvador,Gol,Boeing 777,28,184,Não,104,2704.77
Brasília,Belo Horizonte,Gol,Airbus A320,0,112,Não,180,9223.98
Recife,Belo Horizonte,Avianca,Boeing 737,0,103,Não,154,9069.4
Curitiba,Recife,Avianca,Boeing 737,0,102,Não,84,3815.58
Belo Horizonte,Salvador,Azul,Airbus A330,10,70,Não,95,8137.81
Rio de Janeiro,Belo Horizonte,LATAM,Boeing 777,141,231,Não,180,6008.94
Rio de Janeiro,Salvador,Gol,Airbus A330,0,133,Sim,133,9133.96
Belo Horizonte,São Paulo,Azul,Boeing 777,135,205,Não,237,5254.17
Brasília,São Paulo,Gol,Boeing 777,0,102,Não,87,10474.11
Recife,Brasília,Azul,Embraer 195,87,141,Não,51,7542.52
Belo Horizonte,Recife,Avianca,Embraer 195,82,170,Sim,50,13544.31
Recife,São Paulo,LATAM,Embraer 195,6,130,Não,183,13623.54
Rio de Janeiro,Recife,Azul,Airbus A320,0,91,Não,88,4049.51
Curitiba,Brasília,Gol,Boeing 737,19,47,Não,176,11242.82
São Paulo,Belo Horizonte,Avianca,Airbus A330,0,68,Não,99,7654.31
Belo Horizonte,Curitiba,Avianca,Airbus A320,0,137,Sim,237,9009.61
Fortaleza,Rio de Janeiro,Gol,Boeing 777,0,88,Sim,143,6613.04
Rio de Janeiro,Curitiba,Azul,Embraer 195,0,52,Não,61,4472.95
Salvador,Belo Horizonte,Gol,Airbus A330,0,59,Sim,54,4795.23
Recife,Salvador,Gol,Airbus A330,103,63,Não,98,14780.53
Fortaleza,Rio de Janeiro,LATAM,Embraer 195,0,180,Não,220,4422.85
Curitiba,Brasília,Gol,Boeing 737,0,127,Não,84,10532.13
Recife,São Paulo,Gol,Airbus A320,0,201,Não,202,5667.31
Recife,Brasília,LATAM,Boeing 777,18,79,Não,138,3839.07
Fortaleza,Curitiba,Gol,Embraer 195,0,210,Não,232,14858.89
Rio de Janeiro,Brasília,Azul,Boeing 777,0,70,Sim,229,11749.4
São Paulo,Fortaleza,Avianca,Boeing 737,0,210,Não,87,13858.23
Recife,Salvador,LATAM,Boeing 737,138,69,Não,233,12281.98
Fortaleza,São Paulo,Azul,Airbus A330,0,180,Não,99,4556.7
Belo Horizonte,Curitiba,Azul,Airbus A330,0,234,Não,99,5228.52
Brasília,Fortaleza,Azul,Airbus A330,96,148,Não,158,7031.6
Fortaleza,São Paulo,Avianca,Boeing 777,138,131,Não,143,2105.55
Salvador,Belo Horizonte,Gol,Embraer 195,148,124,Não,218,2506.62
Belo Horizonte,Rio de Janeiro,Azul,Airbus A330,0,106,Não,57,3608.55
Curitiba,Rio de Janeiro,Gol,Boeing 777,17,187,Sim,108,13471.68
Fortaleza,Rio de Janeiro,Gol,Boeing 737,0,133,Não,154,10964.72
Curitiba,São Paulo,Azul,Airbus A330,0,196,Não,116,6030.56
Rio de Janeiro,Fortaleza,LATAM,Boeing 737,53,78,Não,72,9614.71
Fortaleza,Curitiba,LATAM,Embraer 195,7,237,Não,116,11340.26
Belo Horizonte,Rio de Janeiro,Gol,Airbus A330,81,156,Não,93,10447.61
Belo Horizonte,Rio de Janeiro,LATAM,Embraer 195,107,82,Não,229,6598.97
Salvador,Recife,Azul,Airbus A320,0,202,Não,114,10987.23
Brasília,Fortaleza,Gol,Airbus A330,0,215,Não,230,3473.62
Curitiba,Recife,Avianca,Boeing 777,0,170,Não,156,9626.13
Curitiba,Rio de Janeiro,LATAM,Airbus A320,167,232,Não,124,2135.45
Brasília,Curitiba,Azul,Airbus A330,0,115,Não,200,9264.38
Recife,São Paulo,Azul,Embraer 195,68,103,Não,119,9136.6
São Paulo,Brasília,Azul,Airbus A320,0,52,Não,181,4851.46
Fortaleza,Salvador,Avianca,Boeing 777,77,234,Não,159,3979.14
Fortaleza,Belo Horizonte,Gol,Embraer 195,0,201,Sim,184,5539.13
Curitiba,Brasília,Azul,Embraer 195,0,150,Não,91,7531.63
Salvador,Rio de Janeiro,LATAM,Boeing 737,0,117,Não,178,6028.82
Recife,Salvador,Avianca,Boeing 777,0,74,Não,242,12294.76
Brasília,Belo Horizonte,LATAM,Boeing 777,0,109,Não,196,4824.8
Brasília,Fortaleza,LATAM,Embraer 195,20,162,Não,50,6270.77
São Paulo,Fortaleza,LATAM,Boeing 777,0,215,Não,84,5264.46
São Paulo,Curitiba,Gol,Boeing 777,0,216,Não,71,9802.24
São Paulo,Curitiba,LATAM,Embraer 195,51,220,Não,123,5706.67
Recife,Belo Horizonte,Azul,Boeing 737,0,125,Não,245,9772.23
Brasília,São Paulo,Azul,Embraer 195,0,101,Não,56,8708.32
Recife,Curitiba,Gol,Airbus A320,0,56,Não,93,3755.18
Fortaleza,Rio de Janeiro,Avianca,Boeing 777,0,186,Não,237,4336.88
Salvador,Recife,Azul,Embraer 195,0,83,Sim,107,1651.48
Curitiba,São Paulo,LATAM,Airbus A320,0,156,Não,60,13527.54
Recife,Rio de Janeiro,LATAM,Airbus A330,0,104,Não,57,9412.2
São Paulo,Salvador,Gol,Embraer 195,0,82,Não,124,6341.37
Belo Horizonte,Brasília,LATAM,Airbus A320,0,218,Não,126,4708.44
Belo Horizonte,Fortaleza,Azul,Airbus A330,0,154,Não,186,3134.05
Fortaleza,Curitiba,LATAM,Boeing 777,87,223,Não,188,7792.79
Belo Horizonte,Curitiba,Avianca,Boeing 777,0,151,Não,211,14460.86
Curitiba,São Paulo,Avianca,Airbus A320,82,95,Não,175,5976.81
Curitiba,Recife,LATAM,Embraer 195,0,120,Não,88,14132.19
Recife,São Paulo,Avianca,Boeing 737,140,146,Não,71,7031.49
Belo Horizonte,Rio de Janeiro,LATAM,Airbus A330,0,225,Não,97,9726.34
Salvador,Fortaleza,Gol,Boeing 777,0,62,Não,171,11255.5
Salvador,Curitiba,Gol,Airbus A320,0,107,Não,110,8992.31
Salvador,Curitiba,Gol,Boeing 737,0,146,Não,125,6092.65
Belo Horizonte,Recife,Avianca,Boeing 737,0,151,Não,72,10553.21
Fortaleza,Rio de Janeiro,Azul,Boeing 777,68,164,Não,85,2196.06
Brasília,Curitiba,Gol,Boeing 737,150,109,Não,195,4708.0
Curitiba,São Paulo,LATAM,Airbus A320,0,172,Não,64,7308.52
Fortaleza,São Paulo,LATAM,Boeing 777,78,63,Não,144,13658.66
Rio de Janeiro,Belo Horizonte,Azul,Boeing 737,52,214,Sim,135,7950.15
Brasília,Belo Horizonte,Avianca,Embraer 195,0,139,Não,139,11231.27
Salvador,Fortaleza,Avianca,Airbus A330,0,160,Não,202,6738.68
Salvador,Curitiba,Azul,Boeing 777,8,68,Não,94,1543.36
Belo Horizonte,São Paulo,LATAM,Embraer 195,0,58,Não,242,12119.31
Recife,Brasília,Avianca,Embraer 195,0,88,Não,199,14294.25
São Paulo,Curitiba,LATAM,Airbus A330,0,167,Não,226,4893.12
